Naugarh,NUH,Uttar Pradesh,
Naupada Junction,NWP,Andhra Pradesh,
Nautanwa,NTV,Uttar Pradesh,
Navade Road,,Maharashtra,
Navagadh,NUD,,
Navalur,NVU,,
Navapur,NWU,Gujarat,
Navlakhi,NLK,,
Navsari,NVS,Gujarat,
Nawa City,NAC,Rajasthan|,
Nawadah,NWD,Bihar,
Nawagaon,NVG,,
Nawalgarh,NWH,Rajasthan,
Nawalgohan,NVLN,,
Naya Azadpur,NDAZ,Delhi,
Naya Kharadia,NYK,Rajasthan|,
Naya Nangal,NNGL,Punjab,
Nayadupeta,NYP,Andhra Pradesh,
Nayagaon,NYO,Bihar,
Naydongri,NI,,
Nazareth,NZT,Tamil Nadu,
Nazirganj,NAZJ,,
Nekonda,NKD,Telangana,
Nellimaria,NML,,
Nellore,NLR,Andhra Pradesh,
Nemilichery,NEC,Tamil Nadu,
Nemom,NEM,Kerala,
Nenpur,NEP,,
Nepalganj Road,NPR,Uttar Pradesh,
Nepanagar,NPNR,Madhya Pradesh,
Neral,NRL,Maharashtra,
Nergundi,NRG,,
Neri,NERI,Uttar Pradesh,
Nerul,NU,Maharashtra,
Netawal,NTWL,,
New Alipurduar,NOQ,West Bengal,
New Bhuj,NBUJ,Gujarat,
New Bhuj,NBVJ,,
New Bongaigaon Junction,NBQ,Assam,
New Cooch Behar,NCB,West Bengal,
New Delhi,NDLS,Delhi NCT,
New Farakka Junction,NFK,West Bengal,
New Gitldada Junction,NGTG,,
New Guntur,NGNT,Andhra Pradesh,
New Jalpaiguri,NJP,West Bengal,
New Mal Junction,NMZ,West Bengal,
New Maynaguri,NMX,West Bengal,
New Misamari,NMM,Assam,
Neyveli,NVL,Tamil Nadu,
Neyyattinkara,NYY,Kerala,
Ngrjunanagaramu,NGJN,,
Nibhapur,NBP,,
Nidadavolu Junction,NDD,Andhra Pradesh,
Nidamangalam Junction,NMJ,Tamil Nadu,
Nidubrolu,NDO,Andhra Pradesh,
Nigohan,NHN,,
Nihalgarh,NHH,Uttar Pradesh,
Nilaje,,Maharashtra,
Nilambazar,NLBR,Assam,
Nilambur Road,NIL,Kerala,
Nileshwar,NLE,,
Nilokheri,NLKR,Haryana,
Nim Ka Thana,NMK,Rajasthan,
Nimach,NMH,Madhya Pradesh,
Nimar Kheri,NKR,,
Nimbahera,NBH,Rajasthan|,
Nimbhora,NB,,
Nimtita,NILE,West Bengal,
Nindhar Benar,NDH,Rajasthan,
Ningala Junction,NGA,,
Nipani Vadgaon,NPW,,
Niphad,NR,,
Nira,NIRA,,
Nirakarpur,NKP,Odisha,
Nirmali,NMA,,
Nisui,NSU,,
Nivari,NEW,,
Nivasar,NIV,,
Nizamabad,NZB,Telangana,
Nizampur,NIP,,
Nizbarganj,NBX,,
Nizchatia,NCA,,
Noamundi,NOMD,Odisha,
Nohar,NHR,Rajasthan,
Nokha,NOK,RajasthanRajasthan,
Nomoda,NMD,,
Nonera,NNE,,
Norla Road,NRLR,Odisha,
North Lakhimpur,NLP,Assam,
Nosaria,NOA,,
Nowrozabad,NRZB,,
Noyal,NOY,,
Narayanpur Tatwar,NNW,,
Nua,NUA,,
Nunkhar,NRA,,
Nurmahal,NRM,,
O[edit],,,
Station Name,Station Code,State,
Okha,OKHA,Gujarat,
Old Delhi Junction,DLI,Delhi,
Old Malda Junction,OMFL,West Bengal,
Ondagram,ODM,West Bengal,
Ongole,OGL,Andhra Pradesh,
Orai,ORAI,Uttar Pradesh,
Ottapalam,OTP,Kerala,
Ooragaum,OGM,Karnataka,
P[edit],,,
Station Name,Station Code,State,
Pabai,PAI,,
Pabli Khas,PQY,Uttar Pradesh,
Pachrukhi,PCK,,
Pachhapur,PCH,,
Pachor Road,PFR,,
Pachora Junction,PC,Maharashtra,
Paddhari,PDH,Gujarat,
Padhegaon,PDGN,,
Padrauna,POU,Uttar Pradesh,
Padse,PDP,,
Padubidri,PDD,Karnataka,
Pagara,PGA,,
Pahara,PRE,,
Paharpur,PRP,,
Pajian,PJA,,
Pakala Junction,PAK,Andhra Pradesh,
Pakki,PKK,,
Pakur,PKR,Jharkhand,
Palachauri,PCLI,,
Palam,PM,Delhi,
Palampur Himachal,PLMX,Himachal Pradesh,
Palampur HP OA,PLMA,,
Palana,PAE,,
Palani,PLNI,Tamil Nadu,
Palanpur Junction,PNU,Gujarat,
Palappuram,PLPM,Kerala,
Palasa,PSA,Andhra Pradesh,
Palasdari,,Maharashtra,
Paldhi,PLD,,
Pahlejaghat Junction,PHLJ,Bihar,
Palej,PLJ,,
Palghar,PLG,Maharashtra,
Palakkad Junction,PGT,Kerala,
Palakkad Town,PGTN,Kerala,
Palakollu,PKO,Andhra Pradesh,
Pali Marwar,PMY,Rajasthan,
Palia,PLA,,
Palia Kalan,PLK,Uttar Pradesh,
Palitana,PIT,Gujarat,
Palpara,PXR,,
Palsana,PLSN,,
Palsora Makrawa,PSO,,
Palwal,PWL,Haryana,
Pamban Junction,PBM,Tamil Nadu,
Panagarh,PAN,West Bengal,
Panbari,PNB,Assam,
Panch Pipila,PCN,Madhya Pradesh,
Panch Rukhi,PHRH,,
Pancharatna,PNVT,Assam,
Panchgram,PNGM,Assam,
Panchtalavda Rd,PCT,,
Pandavapura,PANP,,
Pandaravadai,PDV,Tamil Nadu,
Pandharpur,PVR,Maharashtra,
Pandhurna,PAR,Madhya Pradesh,
Pandoli,PMO,,
Paneli Moti,PLM,,
Paniahwa,PNYA,,
Panikhaiti,PHI,Assam,
Panipat Junction,PNP,Haryana,
Panitola,PNT,,
Panjhan,PJN,,
"Panki, Kanpur",PNK,Uttar Pradesh,
Panruti,PRT,,
Panskura Junction,PKU,West Bengal,
Pantnagar,PBW,Uttarakhand,
Panvel,PNVL,Maharashtra,
Papanasam,PML,Tamil Nadu,
Paradgaon,PDG,,
Paralakhemundi,PLH,,
Paramakkudi,PMK,Tamil Nadu,
Paras,PS,,
Parasia,PUX,,
Parasnath Station,PNME,Jharkhand,
Paravur,PVU,Kerala,
Parbati,PRB,,
Parbhani Junction,PBN,Maharashtra,
Pardhande,PHQ,,
Pardi,PAD,,
Parel,,Maharashtra,
Parhihara,PIH,,
Parkham,PRK,,
Parli,PLL,Kerala,
Parli Vaijnath,PRLI,Maharashtra,
Parlu,PRU,,
Parappanangadi,PGI,Kerala,
Parsa Bazar,PRBZ,,
Parsa Khera,PKRA,,
Parsabad,PSB,,
Parsipur,PRF,,
Parsoda,PSD,,
Partapgarh Junction,PBH,,
"Partapur, Uttar Pradesh",PRTP,Uttar Pradesh,
Partur,PTU,Maharashtra,
Parvatipuram,PVP,Andhra Pradesh,
Parvatipuram Town,PVPT,Andhra Pradesh,
Pasur,PAS,,
Patal Pani,PTP,,
Patan,PTN,Gujarat,
Patara,PTRE,,
Patas,PAA,,
Pataudi Road,PTRD,Haryana,
Pathankot Junction,PTK,Punjab,
Pathankot Cantt,PTKC,Punjab,
Pathardih Junction,PEH,,
Patharkandi,PTKD,Assam,
Patharkhola S,PKB,Assam,
Patharia,PHA,,
Pathauli,PTLI,,
Pathri,PRI,,
Pathsala,PBL,Assam,
Patiala,PTA,Punjab,
Patiladaha,PTLD,Assam,
Patli,PT,Haryana,
Patna Junction,PNBE,Bihar,
Patna Saheb,PNC,Bihar,
Patranga,PTH,Uttar Pradesh,
Patratu,PTRU,Jharkhand,
Patsul,PTZ,,
Pattabiram,PAB,Tamil Nadu,
Pattabiram West,PRWS,Tamil Nadu,
Pattabiram East Depot,PRES,Tamil Nadu,
Pattambi,PTB,Kerala,
Pattaravakkam,PVM,Tamil Nadu,
Patti,PAX,,
Pavur Chatram,PCM,,
Pawapuri Road,PQE,,
Payagpur,PDR,,
Payangadi,PAZ,,
Payyanur,PAY,,
Payyoli,PYOL,Kerala,
Peddapalli,PDPL,Telangana,
Pendra Road,PND,Chhattisgarh,
Penganga,PGG,Maharashtra,
Penukonda,PKD,Andhra Pradesh,
Perambur,PER,Tamil Nadu,
Perambur Carriage Works,PCW,Tamil Nadu,
Perambur Loco Works,PEW,Tamil Nadu,
Pernem,PERN,Goa,
Perugamani,PGN,,
Petlad Junction,PTD,Gujarat,
Pethanaickenpalayam,PDKM,Tamil Nadu,
Pettaivayatalai,PLI,,
Phagwara Junction,PGW,Punjab,
Phakhoagram,PKGM,Assam,
Phalodi,PLC,Rajasthan,
Phanda,PUD,,
Phaphamau Junction,PFM,Uttar Pradesh,
Phaphund,PHD,Uttar Pradesh,
Phephna Junction,PEP,Rajasthan,
Phesar,PES,,
Phillaur Junction,PHR,Punjab,
Phulad,FLD,Rajasthan,
Phulaguri,PUY,Assam,
Phulera Junction,FL,Rajasthan,
Phulpur,PLP,Uttar Pradesh,
Pij,PIJ,,
Pilamedu(Coimbatore),PLMD,Tamil Nadu,
Pili Bangan,PGK,Rajasthan,
Pilibhit Junction,PBE,Uttar Pradesh,
Pilioda,PDZ,,
Pilkhua,PKW,Uttar Pradesh,
Pimpar Khed,PKE,,
Pimpri,PMP,Maharashtra,
Pindra Road,PDRD,,
Pingleshwar,PLW,,
Pipalda Road,POR,Rajasthan,
Pipalsana,PLS,Uttar Pradesh,
Pipar Road Junction,PPR,Rajasthan,
Pipariya,PPI,Madhya Pradesh,
Piparpur,PPU,,
Piparsand,POF,,
Piplaj,PPF,,
Piplee,PLE,,
Piplia,PIP,Madhya Pradesh,
Piplod Junction,PPD,Gujarat,
Piploda Bagla,PPG,Madhya Pradesh,
Pipraich,PPC,Uttar Pradesh,
Pipraigaon,PIA,,
Piprala,PFL,,
Pipri Dih,PPH,,
Pirjhalar,PJH,,
Pirpainti,PPT,Bihar,
Pirthiganj,PHV,,
Pirumadara,PRM,,
Pirwa,PW,,
Pitambarpur,PMR,,
Pithapuram,PAP,Andhra Pradesh,
Plassey,PLY,West Bengal,
PMBAKVL_SHANDY,PBKS,,
Podanur Junction,PTJ,Tamil Nadu,
Pokhrayan,PHN,Uttar Pradesh,
Pokran,POK,Rajasthan,
Pollachi Junction,POY,Tamil Nadu,
Polur,PRL,Tamil Nadu,
Ponmalai Golden Rock,GOC,Tamil Nadu,
Ponneri,PON,Tamil Nadu,
Porbandar,PBR,Gujarat,
Potul,POZ,,
Prachi Road Junction,PCC,,
Pranpur Road,PQD,Uttar Pradesh,
Prantij,PRJ,Gujarat,
Prantik,PNE,,
Prayag,PRG,Uttar Pradesh,
Prayag Ghat,PYG,,
Pritam Nagar,PRNG,,
Proddatur,PRDT,Andhra Pradesh,
Puducherry,PDY,Puducherry,
Pudukad,PUK,,
Pudukkottai,PDKT,Tamil Nadu,
Pugalur,PGR,,
Pulgaon Junction,PLO,Maharashtra,
Punalur,PUU,,
Punarakh,PHK,,
Pundhag,PNW,Jharkhand,
Pune Junction,PUNE,Maharashtra,
Punkunnam,PNQ,,
Punpun,PPN,Bihar,
Puntamba,PB,Maharashtra,
Purab Sarai,PBS,,
Puraini,PNI,,
Puranigudam,PUQ,Assam,
Puranpur,PP,Uttar Pradesh,
Puri,PURI,Odisha,
Purna Junction,PAU,Maharashtra,
Purnia Junction,PRNA,Bihar,
Purnia Court,PRNC,Bihar,
Purua Khera,PRKE,,
Purulia Junction,PRR,West Bengal,
Puttur,PUT,Andhra Pradesh,
Q[edit],,,
Station Name,Station Code,State,
Quarry SDG,QRS,SE Railway|,
R[edit],,,
Station Name,Station Code,State,
Rabale,,Maharashtra,
Radhanpur,RDHP,Gujarat,
Radhikapur,RDP,West Bengal,
Rae Bareli Junction,RBL,Uttar Pradesh,
Rafiganj,RFJ,Bihar,
Ragaul,RGU,,
Raghunathpur,RPR,Bihar,
Raha,RAHA,Assam,
"Rahimabad, India",RBD,,
Rahimatpur,RMP,,
Rahul Road,RRE,,
Rahuri,RRI,Maharashtra,
Rai Singh Nagar,RSNR,,
Raibha,RAI,,
Raichur,RC,Karnataka,
Raiganj,RGJ,West Bengal,
Raigarh,RIG,Chhattisgarh,
Raika Bagh,RKB,Rajasthan,
Raila Road,RLR,,
Raimehatpur,MTPR,,
Raipur Junction,R,Chhattisgarh,
Rairakhol,RAIR,Odisha,
Raisi,RSI,,
Raiwala,RWL,Uttarakhand,
Raj Gangpur,GP,Odisha,
Raj Nandgaon,RJN,Chhattisgarh,
Raja Bhat Khawa,RVK,,
Raja Ka Sahaspur,RJK,Uttar Pradesh,
Raja Ki Mandi,RKM,Uttar Pradesh,
Rajaldesar,RJR,Rajasthan,
Rajamundry,RJY,Andhra Pradesh,
Rajapalayam,RJPM,Tamil Nadu,
Rajapur Road,RAJP,Maharashtra,
Rajawari,RJI,,
Rajendranagar Terminal,RJQ,Bihar,
Rajgarh,RHG,Rajasthan,
Rajghat Narora,RG,Uttar Pradesh,
Rajgir,RGD,Bihar,
Rajhura,RHR,,
Rajiyasar,RJS,,
Rajkharsawan Junction,RKSN,Jharkhand,
Rajkot Junction,RJT,Gujarat,
Rajlu Garhi,RUG,,
Rajmahal,RJL,Jharkhand,
Rajmane,RM,,
Rajosi,ROS,,
Rajpipla,RAJ,Gujarat,
Rajpura Junction,RPJ,Punjab,
Rajula City,RJU,,
Rajula Junction,RLA,,
Rajur,RAJR,,
Rakha Mines,RHE,,
Rakhi,RHI,Rajasthan,
Ram Chaura Road,RMC,,
Raman,RMN,Punjab,
Ram Dayalu Nagar,RD,Muzaffarpur,
Ramanagaram,RMGM,Karnataka,
Ramanathapuram,RMD,Tamil Nadu,
Ramdevra,RDRA,Rajasthan,
Rameswaram,RMM,Tamil Nadu,
Ramganga,RGB,Uttar Pradesh,
Ramganj,RMGJ,,
Ramganj Mandi,RMA,Rajasthan,
Ramgarh Cantonment,RMT,Jharkhand,
Ramgarhwa,RGH,Bihar,
Ramagundam,RDM,Telangana,
Ramkola,RKL,,
Ramna,RMF,,
Ramnagar,RMR,Uttarakhand,
Rampur,RMU,Uttar Pradesh,
Rampur Dumra,RDUM,,
Rampur Hat,RPH,West Bengal,
Rampura Phul,PUL,,
Ramsan,RXN,Gujarat,
Ramsar,RMX,Rajasthan,
Ramtek,RTK,Maharashtra,
Rana Bordi,RNBD,,
Ranaghat Junction,RHA,West Bengal,
Ranala,RNL,,
Ranapratapnagar,RPZ,Rajasthan,
Ranavav,RWO,,
Marwar Ranawas,MRWS,Rajasthan,
Ranchi,RNC,Jharkhand,
Ranchi Road,RRME,Jharkhand,
Rangapara North,RPAN,Assam,
Rangiya Junction,RNY,Assam,
Rangjuli,RGJI,Assam,
Rangmahal,RMH,,
Rani,RANI,Rajasthan,
Ranibennur,RNR,Karnataka,
Raniganj,RNG,West Bengal,
Ranipur Road,RNRD,,
Raniwara,RNV,Rajasthan,
Ranjangaon Rd,RNJD,Maharashtra,
Ranjani,RNE,,
Ranoli,RNO,,
Ranolishishu,RNIS,,
Ranpur,RUR,,
Ranthambhore,RNT,Rajasthan,
Ranuj,RUJ,,
Rasra,RSR,,
Rasulabad,RUB,,
Rasull,RES,,
Rasuriya,RYS,,
Rasipuram,RASP,Tamil Nadu,
Ratabari,RTBR,Assam,
Ratan Shahr,RSH,Rajasthan,
Ratangaon,RTGN,,
Ratangarh Junction,RTGH,Rajasthan,
Ratangarh West,RXW,Rajasthan,
Ratanpura,RTP,,
Rathdhana,RDDE,Haryana,
Ratlam Junction,RTM,Madhya Pradesh,
Ratnagiri,RN,Maharashtra,
Ratnal,RUT,,
Rau,RAU,,
Rauzagaon,RZN,,
Raver,RV,Maharashtra,
Rawania Dungar,RWJ,,
Rawatpur(Kanpur),RPO,Uttar Pradesh,
Raxaul Junction,RXL,Bihar,
Rayagada,RGDA,Odisha,
Rayalcheruvu,RLO,Andhra Pradesh,
Raybag,RBG,,
Rayadurg,RDG,Anantapur(AP),
Razampeta,RJP,,
Reay Road,,Maharashtra,
Rechni Road,RECH,,
Ren,REN,,
Renigunta Junction,RU,Andhra Pradesh,
Renukut,RNQ,Uttar Pradesh,
Renwal,RNW,,
Reoti B Khera,RBK,,
Repalle,RAL,Andhra Pradesh,
Rethorakalan,RAKL,,
Rewa Terminal,REWA,Madhya Pradesh,
Rewari Junction,RE,Haryana,
Richha Road,RR,Uttar Pradesh,
Richughutu,RCGT,,
Ridhore,RID,,
Ringas Junction,RGS,Rajasthan,
Risama,RSA,,
Rishikesh,RKSH,Uttarakhand,
Rishra,RIS,West Bengal,
Risia,RS,,
Rithi,REI,,
Rajendar Nagar Bihar,RJPB,Bihar,
Ramgarh Shekhwati,RSWT,Rajasthan,
Raninagar Jalpaiguri,RQJ,West Bengal,
Robertsganj,RBGJ,Uttar Pradesh,
Roha,ROH,Maharashtra,
Rohana Kalan,RNA,Uttar Pradesh,
Rohini,RHNE,Maharashtra,
Rohtak Junction,ROK,Haryana,
Roorkee,RK,Uttarakhand,
Rora,RORA,,
Roshanpur,RHN,,
Rotegaon,RGO,,
Rourkela,ROU,Odisha,
Rowta Bagan,RWTB,,
Roza Junction,RAC,Uttar Pradesh,
Rudauli,RDL,,
Rudrapur City,RUPC,Uttarakhand,
Rudrapur Road,RUPR,,
Rukadi,RKD,,
Runija,RNJ,,
Runkhera,RNH,,
Rupaheli,RPI,,
Rupahigaon,RUP,Assam,
Rupamau,RUM,,
Rupaund,RPD,,
Rupasibari,RPB,Assam,
Rupbas,RBS,,
Rupnagar,RPAR,Punjab,
Rupnarayanpur,RNPR,,
Rupra Road,RPRD,Odisha,
Rupsa Junction,ROP,Odisha,
Rura,RRH,Uttar Pradesh,
Rusera Ghat,ROA,Bihar,
Ruthiyai Junction,RTA,Madhya Pradesh,
S[edit],,,
Station Name,Station Code,State,
S Narayan CHPLA,SNC,,
Sabalgarh,SBL,Madhya Pradesh,
Sabarmati Junction,SBI,,
Sabarmati Junction,SBT,,
Sabaur,SBO,,
Sachin,SCH,Gujarat,
Sadar Bazaar,DSB,Delhi,
Sadat,SDT,,
Sadhoo Garh,SDY,,
Sadisopur,SDE,,
Sadulpur Junction,SDLP,Rajasthan,
Sadulshahr,SDS,Rajasthan,
Safdarganj,DSJ,National Capital Territory,
Safedabad,SFH,,
Sagardighi,SDI,West Bengal,
Sagar Jambagaru,SRF,,
Sagarpali,SVI,,
Sagauli Junction,SGL,Bihar,
Sagoni,SAO,,
Saharanpur Junction,SRE,Uttar Pradesh,
Saharsa Junction,SHC,Bihar,
Sahatwar,STW,,
Sahawar Town,SWRT,,
Sahibabad,SBB,,
Sahibganj Junction,SBG,Jharkhand,
Sahibpur KML Junction,SKJ,,
Sahjanwa,SWA,,
Sri Sathya Sai Prasanthi Nilayam,SSPN,Andhra Pradesh,
Saidkhanpur,SYK,,
Saidraja,SYJ,,
Sainthia railway station,SNT,West Bengal,
Saiyid Sarawan,SYWN,,
Sajanvar Road,SJF,,
Sajiyavadar,SVJ,,
Sakaldiha,SLD,,
Sakharayapatna (Sakrepatna),SKPN,Karnataka,
Sakhi Gopal,SIL,Odisha,
Sakhoti Tanda,SKF,,
Sakhpur,SKR,,
Sakleshpur,SKLR,Karnataka,
Sakri Junction,SKI,,
Saktesgarh,SKGH,,
Sakti,SKT,Chhattisgarh,
Salakati,SLKX,Assam,
Salamatpur,SMT,,
Salar,SALE,,
Salarpur,SLRP,,
Salawas,SZ,Rajasthan,
Salchapra,SCA,Assam,
Salekasa,SKS,Maharashtra,
Salem Junction,SA,,
Salem Market,SAMT,Tamil Nadu,
Salem Town,SXT,,
Salemgarhmasani,SJSM,,
Salempur Junction,SRU,Uttar Pradesh,
Salogra,SLR,,
Salona,SLON,Assam,
Salpura,SYL,,
Salur,SALR,Andhra Pradesh,
Salwa,SAL,,
Samaguri,SMGR,Assam,
Samakhiali,SIO,,
Samakhiali B G,SIOB,Gujarat,
Samalkha,SMK,Haryana,
Samalpatti,SLY,Tamil Nadu,
Samalkot Junction,SLO,Andhra Pradesh,
Samastipur Junction,SPJ,Bihar,
Samba,SMBX,Jammu And Kashmir,
Sambalpur,SBP,Odisha,
Sambalpur Road,SBPD,,
Sambhar Lake,SBR,Rajasthan,
Samdhari Junction,SMR,Rajasthan,
Samlaya Junction,SMLA,,
Sampla,SPZ,Haryana,
Samrau,SRK,,
Samsi,SM,,
Sanehwal,SNL,Punjab,
Sanand,SAU,Gujarat,
Sanaura,SWU,,
Sanawad,SWD,,
Sanchi,SCI,Madhya Pradesh,
Sandal Kalan,SLKN,Haryana,
Sandila,SAN,,
Sanathnagar,SNF,,
Sandhurst Road,SNRD,Maharashtra,
Saneh Road,SNX,,
Sanganapur,SNGR,,
Sanganer,SNGN,,
Sangar,SGRR,,
Sangaria,SGRA,,
Sangat,SGF,,
Sangli,SLI,Maharashtra,
Sangmeshwar Road,SGR,Maharashtra,
Sangola,SGLA,,
Sangrampur,SNU,,
Sangrana Sahib,SBS,,
Sangrur,SAG,Punjab,
Sanichara,SAC,,
Sanjan,SJN,,
Sankarankovil,SNKL,Tamil Nadu,
SankariDurg,SGE,Tamil Nadu,
Sankval,SKVL,,
Sanosara Nandra,SNSR,,
Sanosra,SOA,,
Sanpada,,Maharashtra,
Sant Road,SAT,,
Santacruz,STC,Maharashtra,
Santaldih,SNTD,,
Santalpur,SNLR,,
Sanvordam Curchorem,DCR,Goa,
Sanvatsar,SNVR,,
Sanvrad,SVO,,
Sapatgram,SPX,Assam,
Saphale,SAH,Maharashtra,
Saradhna,SDH,,
Sarai Chandi,SYC,,
Sarai Harkhu,SVZ,,
Sarai Kansrai,SQN,,
Sarai Mir,SMZ,,
Sarai Rani,RKS,,
Sarangpur,SFW,,
Sardarnagar,SANR,,
Sardarshahr,SRDR,,
Sareigram,SGAM,,
Sareri,SSR,,
Sarkoni,SIQ,,
Sarnath,SRNT,,
Sarojini Nagar,SOJ,,
Sarola,SRL,,
Sarotra Road,SZA,,
Sarsawa,SSW,,
Sarupathar,SZR,,
Sarwari,SVD,,
Sasan Gir,SASG,,
Sasaram,SSM,Bihar,
Sasni,SNS,,
Satadhar,STDR,,
Satara,STR,Maharashtra,
Sathajagat,STJT,,
Sathiaon,SAA,,
Sathin Road,SWF,,
Satna,STA,Madhya Pradesh,
Satnali,STNL,,
Satuna,SCO,,
Satur,SRT,Tamil Nadu,
Saugor,SGO,,
Savarda,SVX,,
Savarkundla,SVKD,,
Savda,SAV,,
Sawai Madhopur,SWM,Rajasthan,
Sawai Madhopur Junction,SWMM,,
Sawantwadi Road,SWV,Maharashtra,
Sealdah,SDAH,West Bengal,
Seawoods-Darave,,Maharashtra,
Secunderabad Junction,SC,Telangana,
Sehore,SEH,Madhya Pradesh,
Sehramau,SW,,
Selu,SELU,Maharashtra,
Semarkheri,SRKI,,
Senapura,SEN,,
Senchoa Junction,SCE,Assam,
Sendra,SEU,,
Sengottai,SCT,Tamil Nadu,
Seohara,SEO,,
Seoraphuli,SHE,,
Seram,SEM,Karnataka,
Serampore,SRP,,
Settihally,SET,,
Sevagram,SEGM,Maharashtra,
Sevaliya,SVL,,
Sewapuri,SWPR,,
Sewri,,Maharashtra,
Shadhoragaon,SHDR,,
Shahabad,SDB,Karnataka,
Shahad,SHAD,Maharashtra,
Saharsa Junction,SHS,Bihar,
Shahbad Markanda,SHDM,Haryana,
Shahbad Mohammadpur,,,
Shahdol,SDL,Madhya Pradesh,
Shahganj Junction,SHG,Uttar Pradesh,
Shahjehanpur,SPN,Uttar Pradesh,
Shahpur Patoree,SPP,Bihar,
Shahzad Nagar,SAR,,
Shajahanpur court,SXK,Uttar Pradesh,
Shajapur,SFY,Madhya Pradesh,
Shakti Nagar,SKTN,Uttar Pradesh,
Shakurbasti,SSB,Delhi,
Shambhupura,SMP,,
Shamgarh,SGZ,Madhya Pradesh,
Shamlaji Road,SJS,,
Shankargarh,SRJ,,
Shankarpalli,SKP,Telangana,
Shantipur,STB,,
Shapur Sorath Junction,SHH,,
Sharma,SHRM,,
SHDSPRA_PADMPRA,SAS,,
Shedbal,SED,,
Shegaon,SEG,Maharashtra,
Sheikpura,SHK,,
Shelu,,Maharashtra,
Shendri,SEI,,
Shenoli,SNE,,
Sheo Singh Pura,SHNX,,
Sheopur Kalan,SOE,Madhya Pradesh,
Sherekan,SRKN,,
Shertalai,SRTL,,
Shikohabad Junction,SKB,Uttar Pradesh,
Shimoga,SME,Karnataka,
Shimoga Town,SMET,,
Shirdi (Sainagar Shirdi),SNSI,Maharashtra,
Shiribagilu,,,
Shiroor,SHMI,,
Shirravde,SIW,,
Shirsoli,SS,,
Shiupur,SOP,,
Shivamogga,,Karnataka,
Shivarampur,WSC,,
Shivnagar,SHNG,,
Shivni Shivapur,SVW,Maharashtra,
Shivpuri,SVPI,Madhya Pradesh,
Shivrampur,SWC,,
Shivaji Bridge,CSB,Delhi,
Shoghi,SGS,,
Shohratgarh,SOT,,
Sholapur CB,SURC,Maharashtra,
Sholavandan,SDN,Tamil Nadu,
Shoranur Junction,SRR,Kerala,
Shri Amirgadh,SIM,Gujarat,
Shri Ganganagar,SGNR,Rajasthan,
Shri Karanpur,SRW,,
Shri Madhopur,SMPR,,
Shri Mahabirji,SMBJ,Rajasthan,
Shri Mata Vaishno Devi Katra,SVDK,Jammu and Kashmir,
Shridham,SRID,Madhya Pradesh,
Shrigonda Road,SGND,Maharashtra,
Shrikalyanpura,SKPA,,
ShriKshetra Nagzari,NGZ,Maharashtra,
Shrirajnagar,SAGR,,
Shrirangapatna,S,Karnataka,
Shrivagilu,SVGL,,
Shujaatpur,SJT,,
Shujalpur,SJP,,
Shyamnagar,SNR,West Bengal,
Siajuli,SWJ,,
Sibsagar Town (Sivasagar),SRTN,Assam,
Siddhpur,SID,Gujarat,
Sidhauli,SD,,
Sidmukh,SDMK,,
Sihapar,SIPR,,
Siho,SIHO,,
Sihor Gujarat,SOJN,Gujarat,
Sihora Road,SHR,,
Sikandarpur,SKQ,,
Sikandra Rao,SKA,,
Sikar Junction,SIKR,Rajasthan,
Sikir,SFK,,
Silanibari,SOB,,
Silao,SILO,,
Silapathar,SPTR,,
Silaut,SLT,,
Silchar,SCL,Assam,
Silghat Town,SHTT,Assam,
Siliguri Junction,SGUJ,West Bengal,
Siliguru Town,SGUT,,
Silli,SLF,Jharkhand,
Simaluguri Junction,SLGR,Assam,
Simaria,SAE,,
Simbhooli,SMBL,,
Simen Chapari,SMCP,,
Simhachalam,SCM,Andhra Pradesh,
Simla,SML,Himachal Pradesh,
Simlagarh,SLG,,
Simultala,STL,,
Simurali,SMX,,
Sindhudurg,SNDD,Maharashtra,
Sindi,SNI,Maharashtra,
Sindkheda,SNK,Maharashtra,
Sindpan,SDPN,,
Sindri Town,SNDT,,
Sindurwa,SYW,,
Singanallur(Coimbatore),SHIN,Tamil Nadu,
Singapur Road,SPRD,Andhra Pradesh,
Singarayakonda,SKM,Andhra Pradesh,
Singareni Colleries,SYI,Telangana,
Singarpur,SNPR,,
Singrauli,SGRL,Madhya Pradesh,
Singwal,SGW,,
Sini Junction,SINI,Jharkhand,
Sion,,Maharashtra,
Siras,SRAS,,
Sirathu,SRO,,
Sirhind Junction,SIR,Punjab,
Sirkazhi,SY,Tamil Nadu,
Sirli,SIF,,
Sirohi Road,SOH,,
Sirpur Kagaznagar,SKZR,Telangana,
Sirpur Town,SRUR,Telangana,
Sirran,SIRN,,
Sirsa,SSA,Haryana,
Sisarka,SSKA,,
Sisvinhalli,SVHE,,
Siswa Bazar,SBZ,,
Sitamarhi,SMI,Bihar,
Sitapur,STP,Uttar Pradesh,
Sitapur Cantonment,SCC,,
Sitapur City,SPC,,
Sitarampur,STN,,
Sithalavai,SEV,,
Sithouli,STLI,,
Sitimani,SII,,
Sivaganga,SVGA,Tamil Nadu,
Sivajinagar,SVJR,,
Sivakasi,SVKS,Tamil Nadu,
Siwaith,SWE,,
Siwan Junction,SV,Bihar,
Siwani,SWNI,Haryana,
Sodepur,SDP,West Bengal,
Sohagpur,SGP,Madhya Pradesh,
Sohwal,SLW,,
Sojat Road,SOD,Rajasthan,
